Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
167,Paul George\georgpa01,SF,27,OKC,59,59,36.5,7.5,17.0,.443,3.3,7.7,.422,4.2,9.2,.460,.539,4.1,5.0,.810,0.9,4.5,5.5,3.2,2.2,0.5,2.6,2.9,22.3
168,Marcus Georges-Hunt\georgma01,SG,23,MIN,36,0,5.5,0.5,1.2,.405,0.1,0.4,.214,0.4,0.8,.500,.440,0.2,0.4,.500,0.2,0.2,0.4,0.2,0.1,0.0,0.1,0.8,1.3
169,Taj Gibson\gibsota01,PF,32,MIN,64,64,33.5,5.3,9.1,.580,0.1,0.5,.226,5.2,8.6,.600,.586,1.8,2.3,.772,2.5,4.8,7.2,1.3,0.8,0.8,1.1,2.6,12.5
170,Manu Ginobili\ginobma01,SG,40,SAS,46,0,20.5,3.3,7.5,.439,1.1,3.2,.336,2.2,4.3,.515,.510,1.6,1.8,.847,0.3,1.8,2.1,2.5,0.6,0.3,1.7,2.0,9.2
171,Rudy Gobert\goberru01,C,25,UTA,35,35,31.3,4.6,7.7,.596,0.0,0.0,,4.6,7.7,.596,.596,3.5,5.1,.678,2.6,7.3,10.0,1.4,0.7,2.3,1.8,2.7,12.7
172,Aaron Gordon\gordoaa01,PF,22,ORL,42,41,33.7,6.6,15.0,.443,2.0,5.9,.350,4.6,9.1,.503,.511,2.9,4.0,.716,1.6,6.5,8.2,2.3,0.9,0.8,1.9,1.9,18.2
173,Eric Gordon\gordoer01,SG,29,HOU,51,24,31.8,6.1,14.6,.418,3.0,9.0,.334,3.1,5.6,.552,.521,3.2,3.9,.819,0.4,1.9,2.3,2.4,0.6,0.4,2.0,1.7,18.5
174,Marcin Gortat\gortama01,C,33,WAS,60,60,26.2,3.8,7.0,.533,0.0,0.0,,3.8,7.0,.533,.533,1.3,2.0,.620,2.3,5.7,7.9,1.9,0.6,0.7,1.2,2.2,8.8
175,Treveon Graham\grahatr01,SG,24,CHO,47,1,17.1,1.7,3.8,.441,0.7,1.6,.447,1.0,2.2,.437,.536,0.7,1.0,.723,0.7,1.4,2.1,1.0,0.5,0.0,0.5,1.7,4.8
176,Jerami Grant\grantje01,PF,23,OKC,61,1,20.7,2.9,5.6,.512,0.3,1.3,.253,2.5,4.3,.589,.541,1.7,2.7,.642,1.1,2.9,4.0,0.8,0.4,0.9,0.8,2.0,7.8
177,Jerian Grant\grantje02,PG,25,CHI,58,26,23.3,2.8,6.6,.426,0.8,2.4,.340,2.0,4.2,.475,.488,1.9,2.5,.750,0.5,2.1,2.6,4.9,0.8,0.1,1.3,1.8,8.3
178,Josh Gray\grayjo01,PG,24,PHO,5,0,17.2,2.2,8.2,.268,0.6,2.6,.231,1.6,5.6,.286,.305,1.4,2.2,.636,0.4,1.6,2.0,2.4,1.6,0.4,1.4,1.6,6.4
179,Danny Green\greenda02,SG,30,SAS,49,48,26.2,3.3,8.1,.408,1.8,4.6,.382,1.6,3.5,.442,.516,0.7,0.8,.780,0.6,3.1,3.6,1.7,1.0,1.1,1.1,1.6,9.0
180,Draymond Green\greendr01,PF,27,GSW,53,53,32.8,4.1,9.1,.451,1.1,3.6,.300,3.0,5.5,.550,.510,2.1,2.7,.766,1.3,6.5,7.8,7.3,1.3,1.5,2.8,2.6,11.4
181,Gerald Green\greenge01,SG,32,HOU,23,0,23.1,4.0,9.9,.401,2.7,7.2,.382,1.2,2.7,.452,.540,1.4,1.7,.821,0.4,2.3,2.7,0.4,0.6,0.4,0.7,2.3,12.0
182,JaMychal Green\greenja01,PF,27,MEM,39,38,26.8,4.1,8.6,.470,0.8,2.4,.333,3.3,6.2,.523,.516,1.5,1.9,.760,2.6,5.1,7.7,1.2,0.6,0.3,1.3,2.6,10.4
183,Jeff Green\greenje02,PF,31,CLE,59,0,22.1,3.7,7.6,.489,0.6,1.8,.308,3.2,5.8,.545,.526,2.6,3.0,.866,0.9,2.5,3.3,1.3,0.5,0.3,0.9,1.9,10.6
184,Blake Griffin\griffbl01,PF,28,TOT,44,44,34.3,7.5,17.4,.431,1.8,5.7,.325,5.7,11.7,.483,.484,4.9,6.2,.792,1.3,6.3,7.6,5.4,0.8,0.3,3.0,2.5,21.8
184,Blake Griffin\griffbl01,PF,28,LAC,33,33,34.5,7.7,17.5,.441,1.9,5.7,.342,5.8,11.8,.488,.497,5.2,6.6,.785,1.4,6.5,7.9,5.4,0.9,0.3,3.0,2.4,22.6
184,Blake Griffin\griffbl01,PF,28,DET,11,11,33.7,6.8,17.0,.401,1.5,5.6,.274,5.3,11.4,.464,.447,4.1,5.0,.818,1.2,5.5,6.6,5.4,0.5,0.4,3.2,3.1,19.3
185,Daniel Hamilton\hamilda02,SG,22,OKC,4,0,6.3,1.3,2.8,.455,0.5,1.3,.400,0.8,1.5,.500,.545,0.0,0.0,,0.0,1.3,1.3,1.8,0.3,0.0,0.5,0.0,3.0
186,Tim Hardaway\hardati02,SG,25,NYK,40,37,32.6,6.1,14.7,.412,2.2,7.1,.316,3.8,7.6,.502,.488,2.5,3.2,.794,0.6,3.3,3.9,2.9,1.2,0.2,1.7,2.1,16.8
187,James Harden\hardeja01,SG,28,HOU,53,53,35.8,9.3,20.7,.449,4.1,10.6,.384,5.2,10.1,.517,.547,8.7,10.1,.864,0.5,4.7,5.2,8.9,1.8,0.7,4.3,2.4,31.4
188,Maurice Harkless\harklma01,SF,24,POR,49,26,20.9,2.2,4.7,.466,0.7,1.8,.364,1.6,2.9,.528,.534,0.6,0.8,.707,0.7,2.0,2.7,0.8,0.8,0.7,0.8,1.7,5.7
189,Montrezl Harrell\harremo01,C,24,LAC,52,3,15.5,3.8,6.2,.617,0.0,0.1,.000,3.8,6.2,.623,.617,1.6,2.5,.634,1.4,2.6,3.9,0.7,0.4,0.8,0.7,1.7,9.3
190,Devin Harris\harride01,PG,34,TOT,49,1,18.3,2.6,6.3,.408,1.0,2.9,.340,1.6,3.4,.467,.487,2.1,2.4,.842,0.2,1.7,1.9,2.0,0.7,0.2,1.1,2.4,8.2
190,Devin Harris\harride01,PG,34,DAL,44,1,18.3,2.7,6.5,.415,1.0,2.8,.352,1.7,3.6,.465,.493,2.1,2.5,.830,0.2,1.7,1.9,1.9,0.8,0.2,1.1,2.3,8.5
190,Devin Harris\harride01,PG,34,DEN,5,0,18.0,1.8,5.4,.333,1.0,3.8,.263,0.8,1.6,.500,.426,1.6,1.6,1.000,0.2,1.4,1.6,2.4,0.6,0.0,0.6,3.2,6.2
191,Gary Harris\harriga01,SG,23,DEN,56,56,34.8,6.5,13.6,.482,2.3,5.9,.393,4.2,7.7,.550,.567,2.0,2.4,.810,0.6,2.1,2.7,3.1,1.9,0.3,1.9,1.8,17.4
192,Joe Harris\harrijo01,SG,26,BRK,59,9,25.3,3.8,8.1,.475,1.9,4.7,.404,1.9,3.4,.572,.592,1.0,1.2,.792,0.7,2.7,3.4,1.5,0.5,0.2,1.0,1.9,10.6
193,Tobias Harris\harrito02,PF,25,TOT,56,56,33.0,6.8,14.9,.457,2.3,5.6,.411,4.5,9.2,.484,.535,2.4,2.9,.831,0.8,4.6,5.4,2.1,0.8,0.3,1.1,1.9,18.3
193,Tobias Harris\harrito02,PF,25,DET,48,48,32.6,6.7,14.8,.451,2.4,5.8,.409,4.3,9.0,.478,.531,2.4,2.8,.846,0.8,4.3,5.1,2.0,0.7,0.3,1.1,1.9,18.1
193,Tobias Harris\harrito02,PF,25,LAC,8,8,35.4,7.5,15.4,.488,2.1,5.0,.425,5.4,10.4,.518,.557,2.3,3.0,.750,0.9,6.5,7.4,3.1,1.4,0.5,1.5,2.1,19.4
194,Andrew Harrison\harrian01,PG,23,MEM,51,41,23.0,3.1,7.3,.420,0.8,2.4,.339,2.3,4.9,.460,.476,2.1,2.7,.788,0.4,1.9,2.3,2.9,0.7,0.5,1.5,2.5,9.0
195,Shaquille Harrison\harrish01,PG,,PHO,3,0,8.0,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.7,0.7,1.000,0.0,1.7,1.7,1.7,1.3,0.7,0.3,1.7,0.7
196,Josh Hart\hartjo01,SG,22,LAL,55,20,21.5,2.4,5.2,.461,1.1,2.7,.397,1.3,2.4,.534,.567,0.8,1.2,.656,0.6,3.1,3.7,1.2,0.7,0.2,0.6,1.6,6.6
197,Udonis Haslem\hasleud01,C,37,MIA,9,0,5.4,0.2,0.8,.286,0.1,0.4,.250,0.1,0.3,.333,.357,0.0,0.0,,0.2,0.4,0.7,0.3,0.0,0.1,0.2,0.2,0.6
198,Nigel Hayes\hayesni01,SF,23,LAL,2,0,5.5,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,0.5,0.5,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5
199,Gordon Hayward\haywago01,SF,27,BOS,1,1,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
200,Reggie Hearn\hearnre01,SG,26,DET,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
201,Myke Henry\henrymy01,SF,25,MEM,10,0,17.8,1.9,4.9,.388,1.3,3.3,.394,0.6,1.6,.375,.520,0.5,0.9,.556,0.3,1.3,1.6,0.9,1.0,0.5,0.8,0.9,5.6
202,John Henson\hensojo01,C,27,MIL,54,47,25.5,3.8,6.5,.586,0.0,0.1,.000,3.8,6.5,.593,.586,1.4,2.3,.589,2.0,4.9,6.9,1.4,0.5,1.4,1.2,2.8,9.0
203,Juan Hernangomez\hernaju01,PF,22,DEN,21,3,11.1,1.1,2.9,.383,0.5,1.9,.282,0.6,1.0,.571,.475,0.4,0.5,.818,0.8,1.6,2.3,0.4,0.3,0.1,0.3,0.9,3.1
204,Willy Hernangomez\hernawi01,C,23,TOT,29,0,8.3,1.7,2.9,.590,0.0,0.2,.200,1.7,2.7,.615,.596,0.4,1.0,.429,0.8,1.6,2.4,0.7,0.3,0.3,0.9,1.1,3.8
204,Willy Hernangomez\hernawi01,C,23,NYK,26,0,9.0,1.9,3.1,.605,0.0,0.2,.200,1.8,2.9,.632,.611,0.5,1.1,.429,0.8,1.7,2.6,0.8,0.3,0.3,1.0,1.2,4.3
204,Willy Hernangomez\hernawi01,C,23,CHO,3,0,2.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.3,0.0,0.0
205,Mario Hezonja\hezonma01,SF,22,ORL,53,16,19.8,3.4,7.4,.462,1.1,3.1,.348,2.4,4.3,.543,.534,0.9,1.1,.817,0.6,2.9,3.5,1.1,0.9,0.3,1.0,1.8,8.9
206,Isaiah Hicks\hicksis01,PF,23,NYK,3,0,12.3,1.7,3.3,.500,0.0,0.3,.000,1.7,3.0,.556,.500,0.3,0.7,.500,0.7,1.0,1.7,0.3,0.3,0.0,0.7,2.0,3.7
207,Buddy Hield\hieldbu01,SG,24,SAC,58,11,23.9,4.9,11.1,.443,2.1,5.0,.431,2.8,6.1,.452,.539,0.8,0.9,.873,0.6,3.0,3.6,1.6,0.9,0.2,1.4,1.8,12.8
208,Nene Hilario\hilarne01,C,35,HOU,41,3,15.0,2.8,4.7,.598,0.0,0.0,.000,2.8,4.7,.604,.598,1.4,2.1,.651,0.9,2.4,3.4,1.0,0.6,0.2,0.9,2.5,7.0
209,George Hill\hillge01,PG,31,TOT,48,41,26.6,3.5,7.7,.453,1.3,3.0,.425,2.2,4.6,.471,.537,1.9,2.4,.789,0.6,2.1,2.7,2.7,0.9,0.3,1.4,1.8,10.1
209,George Hill\hillge01,PG,31,SAC,43,36,26.6,3.6,7.6,.469,1.3,3.0,.453,2.2,4.6,.480,.558,1.8,2.3,.778,0.5,2.2,2.7,2.8,0.9,0.3,1.4,1.7,10.3
209,George Hill\hillge01,PG,31,CLE,5,5,27.2,2.8,8.6,.326,0.8,3.6,.222,2.0,5.0,.400,.372,2.6,3.0,.867,1.2,1.0,2.2,2.0,0.6,0.8,1.8,2.4,9.0
210,Darrun Hilliard\hillida01,SG,24,SAS,14,0,6.8,0.4,1.4,.263,0.0,0.4,.000,0.4,0.9,.385,.263,0.4,0.5,.857,0.0,0.5,0.5,0.8,0.1,0.0,0.3,0.5,1.1
211,Jrue Holiday\holidjr01,SG,27,NOP,60,60,36.8,7.6,15.3,.492,1.5,4.7,.327,6.0,10.7,.565,.542,2.5,3.1,.796,0.7,3.8,4.4,5.6,1.5,0.7,2.5,2.3,19.1
212,Justin Holiday\holidju01,SG,28,CHI,57,57,34.1,4.3,11.4,.374,2.4,6.5,.369,1.9,4.9,.382,.479,2.1,2.6,.822,0.5,4.0,4.5,2.3,1.1,0.5,1.3,1.9,13.0
213,John Holland\hollajo02,SF,29,CLE,8,0,4.9,0.4,1.4,.273,0.4,1.1,.333,0.0,0.3,.000,.409,0.0,0.0,,0.0,0.4,0.4,0.0,0.5,0.0,0.1,0.3,1.1
214,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,47,45,28.1,5.1,11.0,.470,0.3,0.9,.273,4.9,10.0,.488,.482,3.6,4.6,.795,1.4,5.0,6.4,2.3,0.9,0.7,1.7,2.1,14.2
215,Richaun Holmes\holmeri01,C,24,PHI,30,2,15.4,2.7,5.0,.530,0.1,0.8,.125,2.6,4.2,.606,.540,0.8,1.1,.706,1.2,3.4,4.6,1.2,0.4,0.5,0.6,2.2,6.2
216,Rodney Hood\hoodro01,SG,25,TOT,44,12,27.4,5.8,13.6,.425,2.6,6.5,.394,3.2,7.0,.455,.520,2.0,2.3,.879,0.3,2.5,2.8,1.6,0.8,0.2,1.5,1.7,16.1
216,Rodney Hood\hoodro01,SG,25,UTA,39,12,27.8,6.0,14.2,.424,2.6,6.7,.389,3.4,7.4,.455,.516,2.2,2.5,.876,0.4,2.5,2.8,1.7,0.8,0.2,1.6,1.6,16.8
216,Rodney Hood\hoodro01,SG,25,CLE,5,0,24.6,4.0,9.0,.444,2.2,5.0,.440,1.8,4.0,.450,.567,0.4,0.4,1.000,0.2,2.2,2.4,1.2,1.0,0.2,0.2,2.2,10.6
217,Al Horford\horfoal01,C,31,BOS,57,57,32.0,5.2,10.4,.497,1.4,3.4,.429,3.8,7.1,.530,.566,1.1,1.5,.736,1.4,6.2,7.6,4.9,0.6,1.2,2.0,2.0,12.9
218,Danuel House\houseda01,SG,24,PHO,16,0,12.1,1.6,4.2,.373,0.5,1.9,.258,1.1,2.3,.472,.433,1.0,1.2,.842,0.6,1.8,2.3,0.5,0.3,0.1,0.3,0.9,4.6
219,Dwight Howard\howardw01,C,32,CHO,60,60,30.7,5.9,10.9,.543,0.0,0.1,.000,5.9,10.8,.546,.543,3.9,7.0,.552,3.4,9.3,12.7,1.4,0.6,1.6,2.8,3.2,15.7
220,Josh Huestis\huestjo01,PF,26,OKC,56,6,14.7,0.9,2.6,.338,0.4,1.6,.275,0.4,1.0,.439,.422,0.1,0.3,.235,0.7,1.7,2.4,0.3,0.3,0.7,0.4,1.3,2.3
221,R.J. Hunter\hunterj01,SG,24,HOU,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
222,Vince Hunter\huntevi01,PF,23,MEM,4,0,1.8,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.3,0.3,0.0,1.5
223,Serge Ibaka\ibakase01,PF,28,TOR,54,54,27.8,5.2,10.5,.496,1.4,3.9,.355,3.8,6.6,.580,.563,1.3,1.6,.802,0.9,5.3,6.2,0.8,0.3,1.4,1.1,2.8,13.1
224,Andre Iguodala\iguodan01,SF,34,GSW,52,4,25.4,2.1,4.7,.451,0.4,1.7,.253,1.7,3.1,.560,.496,0.8,1.4,.611,0.9,2.9,3.8,3.3,0.8,0.6,1.0,1.5,5.5
225,Ersan Ilyasova\ilyaser01,PF,30,ATL,46,40,25.5,4.0,8.7,.459,1.3,3.7,.359,2.7,5.0,.532,.535,1.6,2.0,.800,1.6,3.8,5.5,1.1,1.0,0.4,0.9,2.0,10.9
226,Joe Ingles\inglejo01,SF,30,UTA,61,60,30.9,3.9,8.4,.460,2.5,5.6,.444,1.4,2.8,.491,.608,0.6,0.7,.844,0.3,3.8,4.1,4.1,1.0,0.2,1.8,2.1,10.8
227,Brandon Ingram\ingrabr01,SF,20,LAL,56,56,33.8,6.1,13.0,.467,0.7,1.7,.381,5.4,11.3,.480,.492,3.3,4.8,.686,1.0,4.4,5.4,3.8,0.8,0.8,2.5,2.8,16.2
228,Kyrie Irving\irvinky01,PG,25,BOS,56,56,32.6,9.0,18.4,.488,2.8,6.9,.406,6.2,11.6,.536,.564,4.0,4.5,.888,0.5,3.2,3.7,5.1,1.1,0.3,2.3,2.1,24.7
229,Jonathan Isaac\isaacjo01,PF,20,ORL,15,2,19.0,2.0,4.9,.405,0.3,1.2,.278,1.7,3.7,.446,.439,0.9,1.2,.778,0.8,2.9,3.7,0.7,0.7,1.0,1.0,1.7,5.3
230,Wesley Iwundu\iwundwe01,SF,23,ORL,42,3,14.5,1.4,3.1,.462,0.1,0.6,.231,1.3,2.5,.519,.485,0.5,0.7,.759,0.5,1.6,2.1,0.9,0.5,0.2,0.4,1.1,3.5
231,Jarrett Jack\jackja01,PG,34,NYK,57,56,25.9,3.1,7.3,.424,0.4,1.4,.296,2.7,5.9,.455,.453,1.0,1.2,.829,0.4,2.8,3.1,5.8,0.6,0.1,1.9,1.7,7.6
232,Demetrius Jackson\jacksde01,PG,23,HOU,12,0,5.3,0.3,1.2,.286,0.0,0.5,.000,0.3,0.7,.500,.286,0.0,0.0,,0.3,0.6,0.9,0.4,0.3,0.1,0.8,0.5,0.7
233,Josh Jackson\jacksjo02,SF,20,PHO,60,23,23.5,4.4,10.8,.407,0.7,2.8,.262,3.7,8.0,.458,.441,1.9,3.1,.614,1.2,3.0,4.3,1.2,0.8,0.4,1.7,2.8,11.4
234,Justin Jackson\jacksju01,SF,22,SAC,46,19,19.8,2.4,5.7,.421,0.7,2.4,.300,1.7,3.3,.510,.485,0.3,0.5,.652,0.5,2.0,2.5,0.9,0.4,0.2,0.6,1.0,5.8
235,Reggie Jackson\jacksre01,PG,27,DET,33,33,27.1,5.5,12.3,.446,1.3,3.8,.339,4.2,8.5,.493,.498,2.4,2.8,.840,0.7,2.2,2.8,5.5,0.6,0.1,2.5,2.1,14.6
236,LeBron James\jamesle01,PF,33,CLE,59,59,37.1,10.2,18.7,.546,1.7,4.8,.358,8.5,13.9,.610,.591,4.4,6.0,.736,1.1,7.2,8.3,8.9,1.5,1.0,4.4,1.6,26.6
237,Mike James\jamesmi02,PG,27,TOT,36,10,19.1,3.4,8.9,.383,0.7,2.7,.265,2.7,6.2,.435,.424,1.8,2.3,.762,0.4,2.1,2.5,3.5,0.8,0.2,1.4,1.3,9.3
237,Mike James\jamesmi02,PG,27,PHO,32,10,20.9,3.8,9.8,.388,0.8,3.0,.268,3.0,6.7,.442,.429,2.0,2.6,.762,0.4,2.4,2.8,3.8,0.8,0.2,1.5,1.4,10.4
237,Mike James\jamesmi02,PG,27,NOP,4,0,4.5,0.5,2.3,.222,0.0,0.3,.000,0.5,2.0,.250,.222,0.0,0.0,,0.3,0.0,0.3,1.5,0.3,0.0,0.3,0.8,1.0
238,Al Jefferson\jeffeal01,C,33,IND,29,0,13.4,3.1,5.6,.553,0.0,0.0,.000,3.1,5.5,.556,.553,0.6,0.8,.783,0.7,3.0,3.8,0.9,0.4,0.6,0.6,1.8,6.8
239,Richard Jefferson\jefferi01,SF,37,DEN,16,0,8.6,0.6,1.5,.417,0.1,0.4,.286,0.5,1.1,.471,.458,0.3,0.4,.571,0.1,0.8,0.9,0.6,0.1,0.1,0.3,0.6,1.6
240,Jonas Jerebko\jerebjo01,PF,30,UTA,53,17,16.1,2.1,4.6,.459,0.8,1.9,.417,1.3,2.7,.489,.547,0.7,0.8,.844,0.7,2.6,3.3,0.6,0.4,0.2,0.4,2.0,5.8
241,Amir Johnson\johnsam01,C,30,PHI,54,10,15.5,1.9,3.4,.549,0.1,0.3,.278,1.8,3.0,.579,.563,0.8,1.4,.589,1.7,2.7,4.4,1.4,0.6,0.6,0.8,2.6,4.6
242,Brice Johnson\johnsbr02,PF,23,TOT,11,0,4.1,0.8,1.4,.600,0.0,0.1,.000,0.8,1.3,.643,.600,0.2,0.2,1.000,0.3,1.3,1.5,0.1,0.6,0.2,0.4,0.7,1.8
242,Brice Johnson\johnsbr02,PF,23,LAC,9,0,4.2,0.8,1.2,.636,0.0,0.1,.000,0.8,1.1,.700,.636,0.2,0.2,1.000,0.2,1.2,1.4,0.1,0.7,0.2,0.4,0.8,1.8
242,Brice Johnson\johnsbr02,PF,23,MEM,2,0,3.5,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.5,1.5,2.0,0.0,0.5,0.0,0.0,0.5,2.0
243,Dakari Johnson\johnsda04,C,22,OKC,26,5,5.8,0.8,1.5,.553,0.0,0.0,,0.8,1.5,.553,.553,0.4,0.7,.556,0.6,0.7,1.2,0.3,0.2,0.3,0.1,1.0,2.0
244,James Johnson\johnsja01,PF,30,MIA,52,22,26.7,4.1,8.5,.482,0.8,2.7,.310,3.2,5.7,.564,.532,1.4,2.1,.694,0.8,4.0,4.8,3.8,0.9,0.6,2.1,2.7,10.4
245,Joe Johnson\johnsjo02,SF,36,TOT,36,3,22.6,2.9,7.0,.421,0.8,2.7,.286,2.2,4.3,.506,.476,0.7,0.8,.867,0.3,3.0,3.3,1.4,0.4,0.2,1.0,1.2,7.4
245,Joe Johnson\johnsjo02,SF,36,UTA,32,3,21.9,3.0,7.1,.420,0.7,2.6,.274,2.3,4.4,.507,.471,0.6,0.8,.833,0.4,3.0,3.3,1.4,0.4,0.2,1.0,1.0,7.3
245,Joe Johnson\johnsjo02,SF,36,HOU,4,0,28.0,2.8,6.5,.423,1.3,3.5,.357,1.5,3.0,.500,.519,1.5,1.5,1.000,0.0,3.0,3.0,1.3,0.5,0.0,1.3,2.5,8.3
246,Stanley Johnson\johnsst04,SF,21,DET,49,36,28.0,3.0,7.9,.375,1.0,3.4,.290,2.0,4.4,.440,.438,1.7,2.2,.783,0.5,3.2,3.7,1.6,1.2,0.2,1.1,2.6,8.6
247,Tyler Johnson\johnsty01,PG,25,MIA,52,21,29.3,4.2,9.9,.422,1.6,4.6,.353,2.6,5.3,.484,.505,1.8,2.1,.844,0.5,3.0,3.5,2.3,0.9,0.5,1.2,2.3,11.8
248,Wesley Johnson\johnswe01,SF,30,LAC,53,29,22.8,2.4,5.7,.411,0.9,2.8,.329,1.5,3.0,.487,.490,0.7,1.0,.725,0.4,3.1,3.5,0.9,1.2,1.0,0.9,2.2,6.3
249,Nikola Jokic\jokicni01,C,22,DEN,53,51,31.5,6.2,12.9,.485,1.3,3.5,.367,4.9,9.3,.530,.536,3.4,4.1,.843,2.8,7.8,10.7,6.0,1.1,0.8,2.8,2.8,17.2
250,Damian Jones\jonesda03,C,22,GSW,3,0,2.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.3,0.3,1.3,0.0
251,Derrick Jones\jonesde02,SF,20,TOT,16,8,14.1,1.1,2.8,.386,0.1,0.9,.133,0.9,1.8,.517,.409,0.8,1.3,.650,1.1,0.9,1.9,0.5,0.3,0.8,0.4,1.4,3.1
251,Derrick Jones\jonesde02,SF,20,PHO,6,0,5.5,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.8,1.0,.833,0.3,0.3,0.7,0.5,0.2,0.7,0.2,0.3,1.5
251,Derrick Jones\jonesde02,SF,20,MIA,10,8,19.3,1.5,4.0,.375,0.2,1.3,.154,1.3,2.7,.481,.400,0.8,1.4,.571,1.5,1.2,2.7,0.5,0.3,0.9,0.5,2.0,4.0
252,Jalen Jones\jonesja04,SF,24,TOT,9,0,5.8,0.6,1.4,.385,0.2,0.4,.500,0.3,1.0,.333,.462,0.4,0.6,.800,0.1,1.4,1.6,0.1,0.1,0.0,0.2,0.7,1.8
252,Jalen Jones\jonesja04,SF,24,NOP,4,0,4.8,0.3,1.0,.250,0.3,0.3,1.000,0.0,0.8,.000,.375,0.5,0.5,1.000,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.5,1.3
252,Jalen Jones\jonesja04,SF,24,DAL,5,0,6.6,0.8,1.8,.444,0.2,0.6,.333,0.6,1.2,.500,.500,0.4,0.6,.667,0.2,2.0,2.2,0.2,0.2,0.0,0.4,0.8,2.2
253,Tyus Jones\jonesty01,PG,21,MIN,64,10,18.0,1.8,3.9,.458,0.5,1.5,.354,1.3,2.4,.523,.526,0.8,0.9,.891,0.2,1.5,1.7,2.7,1.2,0.0,0.7,1.3,4.9
254,DeAndre Jordan\jordade01,C,29,LAC,53,53,32.1,4.8,7.4,.652,0.0,0.0,,4.8,7.4,.652,.652,2.2,3.7,.608,4.2,10.8,15.0,1.4,0.5,1.0,1.8,2.8,11.8
255,Cory Joseph\josepco01,PG,26,IND,60,7,26.4,3.1,7.1,.432,0.8,2.3,.360,2.3,4.8,.466,.489,0.9,1.2,.736,0.4,2.6,3.1,3.2,0.9,0.2,1.0,1.7,7.8
256,Frank Kaminsky\kaminfr01,PF,24,CHO,57,4,23.2,3.8,9.2,.414,1.3,3.7,.357,2.5,5.6,.451,.485,1.7,2.2,.762,0.7,3.1,3.8,1.6,0.5,0.3,0.8,1.1,10.6
257,Enes Kanter\kanteen01,C,25,NYK,58,58,25.8,6.0,10.0,.601,0.0,0.0,.000,6.0,10.0,.603,.601,2.1,2.4,.859,3.6,7.1,10.7,1.5,0.5,0.5,1.8,2.6,14.2
258,Luke Kennard\kennalu01,SG,21,DET,53,4,18.3,2.4,5.6,.430,1.0,2.4,.408,1.5,3.3,.445,.515,0.6,0.8,.850,0.3,1.8,2.1,1.4,0.6,0.2,0.9,1.0,6.4
259,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,53,53,26.1,4.1,8.0,.512,0.0,0.0,.000,4.1,8.0,.514,.512,1.6,2.3,.683,1.2,3.2,4.3,1.1,0.7,0.5,0.6,1.9,9.8
260,Sean Kilpatrick\kilpase01,SG,28,TOT,37,0,9.7,1.4,4.3,.333,0.6,2.2,.265,0.8,2.1,.408,.403,0.9,1.0,.972,0.1,1.5,1.5,0.8,0.1,0.1,0.7,0.6,4.4
260,Sean Kilpatrick\kilpase01,SG,28,BRK,16,0,11.4,1.6,5.4,.291,0.7,2.6,.262,0.9,2.8,.318,.355,1.1,1.2,.947,0.1,2.1,2.2,0.9,0.1,0.1,1.0,0.5,4.9
260,Sean Kilpatrick\kilpase01,SG,28,MIL,21,0,8.4,1.3,3.5,.384,0.5,2.0,.268,0.8,1.5,.531,.459,0.8,0.8,1.000,0.0,1.0,1.0,0.7,0.1,0.0,0.4,0.7,4.0
261,Maxi Kleber\klebima01,PF,26,DAL,54,35,17.1,2.1,4.5,.475,0.5,1.6,.281,1.7,2.8,.588,.527,0.5,0.7,.703,1.1,2.0,3.1,0.7,0.4,0.6,0.4,1.7,5.2
262,Furkan Korkmaz\korkmfu01,SG,20,PHI,6,0,5.3,0.5,2.0,.250,0.2,1.3,.125,0.3,0.7,.500,.292,0.3,0.3,1.000,0.3,0.7,1.0,0.3,0.2,0.0,0.2,0.7,1.5
