Index	Title	Pmid	PubYear	LastAuthor	ArticleID	TableID	NeuronName	NeuronLongName	NeuronPrefName	NeuroNERAnnots	BrainRegion	MetadataCurated	Species	Strain	ElectrodeType	PrepType	JxnPotential	JxnOffset	RecTemp	AnimalAge	AnimalWeight	FlagSoln	ExternalSolution	ExternalSolution_conf	external_0_Mg	external_0_Ca	external_0_Na	external_0_Cl	external_0_K	external_0_pH	InternalSolution	InternalSolution_conf	internal_0_Mg	internal_0_Ca	internal_0_Na	internal_0_Cl	internal_0_K	internal_0_pH	MetadataNote	TableNote	rin	rin_raw	rin_err	rin_n	rin_sd	rin_note	rmp	rmp_raw	rmp_err	rmp_n	rmp_sd	rmp_note	apthr	apthr_raw	apthr_err	apthr_n	apthr_sd	apthr_note	apamp	apamp_raw	apamp_err	apamp_n	apamp_sd	apamp_note	aphw	aphw_raw	aphw_err	aphw_n	aphw_sd	aphw_note	tau	tau_raw	tau_err	tau_n	tau_sd	tau_note	ahpamp	ahpamp_raw	ahpamp_err	ahpamp_n	ahpamp_sd	ahpamp_note	cap	cap_raw	cap_err	cap_n	cap_sd	cap_note	apwidth	apwidth_raw	apwidth_err	apwidth_n	apwidth_sd	apwidth_note	apfreq	apfreq_raw	apfreq_err	apfreq_n	apfreq_sd	apfreq_note	rheo	rheo_raw	rheo_err	rheo_n	rheo_sd	rheo_note	ahpdur	ahpdur_raw	ahpdur_err	ahpdur_n	ahpdur_sd	ahpdur_note	sagratio	sagratio_raw	sagratio_err	sagratio_n	sagratio_sd	sagratio_note	maxfreq	maxfreq_raw	maxfreq_err	maxfreq_n	maxfreq_sd	maxfreq_note	apriseslope	apriseslope_raw	apriseslope_err	apriseslope_n	apriseslope_sd	apriseslope_note	fahpamp	fahpamp_raw	fahpamp_err	fahpamp_n	fahpamp_sd	fahpamp_note	spontfreq	spontfreq_raw	spontfreq_err	spontfreq_n	spontfreq_sd	spontfreq_note	appeak	appeak_raw	appeak_err	appeak_n	appeak_sd	appeak_note	apriset	apriset_raw	apriset_err	apriset_n	apriset_sd	apriset_note	apdecayslope	apdecayslope_raw	apdecayslope_err	apdecayslope_n	apdecayslope_sd	apdecayslope_note	apdelay	apdelay_raw	apdelay_err	apdelay_n	apdelay_sd	apdelay_note	fislope	fislope_raw	fislope_err	fislope_n	fislope_sd	fislope_note	adratio	adratio_raw	adratio_err	adratio_n	adratio_sd	adratio_note	apamprest	apamprest_raw	apamprest_err	apamprest_n	apamprest_sd	apamprest_note	other	other_raw	other_err	other_n	other_sd	other_note	sagamp	sagamp_raw	sagamp_err	sagamp_n	sagamp_sd	sagamp_note	sahpamp	sahpamp_raw	sahpamp_err	sahpamp_n	sahpamp_sd	sahpamp_note	apdecayt	apdecayt_raw	apdecayt_err	apdecayt_n	apdecayt_sd	apdecayt_note	accres	accres_raw	accres_err	accres_n	accres_sd	accres_note	adratioinv	adratioinv_raw	adratioinv_err	adratioinv_n	adratioinv_sd	adratioinv_note	adpamp	adpamp_raw	adpamp_err	adpamp_n	adpamp_sd	adpamp_note	ahpamprest	ahpamprest_raw	ahpamprest_err	ahpamprest_n	ahpamprest_sd	ahpamprest_note	mahpamp	mahpamp_raw	mahpamp_err	mahpamp_n	mahpamp_sd	mahpamp_note	fahpdur	fahpdur_raw	fahpdur_err	fahpdur_n	fahpdur_sd	fahpdur_note	ahpvolt	ahpvolt_raw	ahpvolt_err	ahpvolt_n	ahpvolt_sd	ahpvolt_note	sahpdur	sahpdur_raw	sahpdur_err	sahpdur_n	sahpdur_sd	sahpdur_note	celldiam	celldiam_raw	celldiam_err	celldiam_n	celldiam_sd	celldiam_note	adpctother	adpctother_raw	adpctother_err	adpctother_n	adpctother_sd	adpctother_note	adpct	adpct_raw	adpct_err	adpct_n	adpct_sd	adpct_note	adpctminus	adpctminus_raw	adpctminus_err	adpctminus_n	adpctminus_sd	adpctminus_note	surfarea	surfarea_raw	surfarea_err	surfarea_n	surfarea_sd	surfarea_note	mahpdur	mahpdur_raw	mahpdur_err	mahpdur_n	mahpdur_sd	mahpdur_note	adratiominus	adratiominus_raw	adratiominus_err	adratiominus_n	adratiominus_sd	adratiominus_note	adpctinv	adpctinv_raw	adpctinv_err	adpctinv_n	adpctinv_sd	adpctinv_note	adpdur	adpdur_raw	adpdur_err	adpdur_n	adpdur_sd	adpdur_note	fahpvolt	fahpvolt_raw	fahpvolt_err	fahpvolt_n	fahpvolt_sd	fahpvolt_note	mahpamprest	mahpamprest_raw	mahpamprest_err	mahpamprest_n	mahpamprest_sd	mahpamprest_note	apamptrough	apamptrough_raw	apamptrough_err	apamptrough_n	apamptrough_sd	apamptrough_note	sahpamprest	sahpamprest_raw	sahpamprest_err	sahpamprest_n	sahpamprest_sd	sahpamprest_note	fahpamprest	fahpamprest_raw	fahpamprest_err	fahpamprest_n	fahpamprest_sd	fahpamprest_note	sahpvolt	sahpvolt_raw	sahpvolt_err	sahpvolt_n	sahpvolt_sd	sahpvolt_note	mahpvolt	mahpvolt_raw	mahpvolt_err	mahpvolt_n	mahpvolt_sd	mahpvolt_note
508	Electrophysiological characterization of neurons in the dorsolateral pontine rapid-eye-movement sleep induction zone of the rat: Intrinsic membrane properties and responses to carbachol and orexins.	17008019	2006	McCarley RW	78270	21280.0	Other	Dorsolateral pontine rostral subcoeruleus nucleus cholinergic neurons 	Dorsolateral pontine rostral subcoeruleus nucleus cholinergic neurons 	[UNKN_REGION:34, Missing:pontine, UNKN_REGION:47, ABA_REGION:350, HBP_NEUROTRANSMITTER:0000005, NeuronTrigger:neurons]		True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Corrected	-15.0	32.0	11.8321595662			After slicing they were placed into artificial cerebrospinal fluid (ACSF) containing (in mM) 124 NaCl, 1.8 KCl, 25.6 NaHCO3, 1.2 KH2PO4, 2 CaCl2, 1.3 MgSO4, and 10 glucose (osmolarity 300 mOsm), saturated with 95%O2/5%CO2 for â¥1 h at room temperature before being transferred to the recording chamber (Warner Instruments, Hamden, CT, USA; 27L) at 32 Â°C, where they were constantly perfused with the same ACSF at a flow rate of 2â3 ml/min.	5.0	1.3	2.0	149.6	129.8	3.0		Patch pipettes (3â6 MÎ©, when filled with patch solution) were pulled from borosilicate glass (1B150F-4, World Precision Instruments, Sarasota, FL, USA) and filled with an intracellular âpatchâ solution containing in mM: potassium gluconate 130, NaCl 5, MgCl2, Hepes 10, EGTA 0.1, Na2ATP 2, NaGTP 0.5, MgATP 4, spermine 1 (pH 7.25 with KOH, 280 mOsm).	5.0	4.0		9.5	5.0	130.0	7.25		AP height: undefined - note keeps getting cut short. 	337.0	337.0	28.0	19.0	122.049170419		-62.2	-62.2	1.1	19.0	4.79478883789		-54.1	-54.1	1.0	19.0	4.35889894354		70.5	70.5	4.1	19.0	17.8714856685	doesn													16.4	-16.4	0.9	19.0	3.92300904919								3.2	3.2	0.3	19.0	1.30766968306																				0.541	54.1	0.018	19.0	0.0784601809837		43.0	43.0		19.0															2.5	2.5	0.7	19.0	3.05122926048								0.8	0.8		19.0																																													12.6	-12.6	1.5	19.0	6.53834841531																																																								14.2	14.2	0.8	19.0	3.48711915483																																																																																											
653	GABAergic synaptic inhibition is reduced before seizure onset in a genetic model of cortical malformation.	17050714	2006	Lee KS	32487	2288.0	Neocortex pyramidal cell layer 5-6	Layer 5 neocortex pyramidal neuron	Layer 5 neocortex pyramidal neuron	[HBP_LAYER:0000005, ABA_REGION:315, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]	Isocortex	True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Unreported		22.0	15.0			The slices were stored in oxygenated ACSF containing the following (in mm): 127 NaCl, 2 KCl, 1.1 KH2PO4, 25.7 NaHCO3, 10 d-glucose, 1.5 CaCl2, and 1.5 MgSO4; osmolarity 300â305.	0.0	1.5	1.5	152.7	132.0	3.1		For current clamp recordings, the pipettes were filled with a solution containing the following (in mm): 135.0 K-gluconate, 7.0 KCl, 10 HEPES, 0.5 EGTA, 2.5 NaCl, 4 ATP-Mg salt; pH adjusted to 7.4 with KOH, osmolarity 285â290.	3.0	4.0		2.5	9.5	142.0	7.4			56.0	56.0	2.3				-61.5	-61.5	0.5																																			0.94				Parsing failed to normalize ephys data																																																																																																																																																																																																																																																																								
1152	Properties of somatosensory synaptic integration in cerebellar granule cells in vivo.	17093099	2006	Ekerot CF	36273	2283.0	Cerebellum granule cell	Somatosensory Cerebellum C3 granule cells	Somatosensory Cerebellum C3 granule cells	[Function:Somatosensory, ABA_REGION:512, Missing:C3, HBP_MORPHOLOGY:0000026, NeuronTrigger:cells]	Cerebellum	True	Cats		Patch-clamp	in vivo	Unreported	6.0													Patch-clamp electrodes were pulled to 13â30 MÎ© from borosilicate glass capillaries on a vertical puller (NN-850; Narishige, Tokyo, Japan) and filled with a solution containing (in mm) 135 K-gluconate, 7 KCl, 0.1 CaCl2, 10 HEPES, and 2 Mg-ATP, or with an alternative solution containing (in mm) 135 K-gluconate, 7 KCl, 2 EGTA, 10 HEPES, and 2 Mg-ATP. The solution was titrated to pH 7.35â7.40 using KOH. In some cases, 1â3% neurobiotin (Vector Laboratories, Burlingame, CA) or biocytin (Sigma, St. Louis, MO) was included in the recording solution to allow postmortem morphological reconstructions of the recorded neurons.	5.0	4.0	0.1		14.2	284.0	7.375		Table is complicated and nedms can't be extracted	602.0	602.0	183.0	13.0	659.81588341																										2.3	2.3	0.36	13.0	1.29799845917																																																																																																																																																																																																																																																																																					
745	Identification of brain neurons expressing the dopamine D4 receptor gene using BAC transgenic mice.	17100831	2006	Rubinstein M	72195	16069.0	Neocortex pyramidal cell layer 5-6	Medial Prefrontal Cortex Layer V Drd4-expressing Pyramidal Neuron	Medial Prefrontal Cortex Layer V Drd4-expressing Pyramidal Neuron	[ABA_REGION:714, HBP_LAYER:0000005, NCBI_GENE:13491, HBP_MORPHOLOGY:0000001, NeuronTrigger:Neuron]	Isocortex	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	14.5			 Brains were rapidly removed into ice-cold oxygenated artificial cerebrospinal fluid (ACSF; 125 mm NaCl, 2.5 mm KCl, 2 mm CaCl2, 1 mm MgCl2, 1.25 mm NaH2PO4, 26 mm NaHCO3, 10 mm glucose, pH 7.4; osmolarity 300 mOsm).	5.0	1.0	2.0	152.25	133.5	2.5	7.4	 Patch pipettes (2â5 MÎ©) were filled with: 120 mm K-gluconate, 10 mm HEPES, 0.1 mm EGTA, 20 mm KCl, 2 mm MgCl2, 3 mm Na2ATP, 0.3 mm NaGTP (pH 7.3). 	5.0	2.0		6.3	24.0	140.0	7.3		No specification on whether or not threshold or resting was baseline for amplitude	149.3	149.3	13.7	9.0	41.1		-68.4	-68.4	1.3	9.0	3.9		-44.9	-44.9	2.6	9.0	7.8		92.4	92.4	2.8	9.0	8.4	baseline not mentioned	2.9	2.9	0.3	9.0	0.9																																																																																																																																																																																																																																																																																											
746	Identification of brain neurons expressing the dopamine D4 receptor gene using BAC transgenic mice.	17100831	2006	Rubinstein M	72195	16069.0	Neocortex pyramidal cell layer 5-6	Medial Prefrontal Cortex Layer V non-Drd4-expressing Pyramidal Neuron	Medial Prefrontal Cortex Layer V non-Drd4-expressing Pyramidal Neuron	[ABA_REGION:714, HBP_LAYER:0000005, Missing:non-, Missing:non-, NCBI_GENE:13491, HBP_MORPHOLOGY:0000001, NeuronTrigger:Neuron]	Isocortex	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	14.5			 Brains were rapidly removed into ice-cold oxygenated artificial cerebrospinal fluid (ACSF; 125 mm NaCl, 2.5 mm KCl, 2 mm CaCl2, 1 mm MgCl2, 1.25 mm NaH2PO4, 26 mm NaHCO3, 10 mm glucose, pH 7.4; osmolarity 300 mOsm).	5.0	1.0	2.0	152.25	133.5	2.5	7.4	 Patch pipettes (2â5 MÎ©) were filled with: 120 mm K-gluconate, 10 mm HEPES, 0.1 mm EGTA, 20 mm KCl, 2 mm MgCl2, 3 mm Na2ATP, 0.3 mm NaGTP (pH 7.3). 	5.0	2.0		6.3	24.0	140.0	7.3		No specification on whether or not threshold or resting was baseline for amplitude	175.9	175.9	27.4	8.0	77.498903218		-65.9	-65.9	0.7	8.0	1.97989898732		-43.7	-43.7	0.6	8.0	1.69705627485		93.1	93.1	2.0	8.0	5.65685424949	baseline not mentioned	2.3	2.3	0.3	8.0	0.848528137424																																																																																																																																																																																																																																																																																											
207	Chromatic properties of horizontal and ganglion cell responses follow a dual gradient in cone opsin expression.	17122060	2006	Brainard DH	60548	12828.0	Retina photoreceptor cone cell		Retina photoreceptor cone cell	[UNKN_REGION:575, HBP_MORPHOLOGY:0000045, HBP_MORPHOLOGY:0000047, NeuronTrigger:cell]		False	Guinea Pigs		Sharp																																																																																																																																																																																																																																																		2.8	2.8																																																																																														
1027	Neuromodulation by a cytokine: interferon-beta differentially augments neocortical neuronal activity and excitability.	15385586	2005	Strauss U	26092	672.0	Neocortex pyramidal cell layer 2-3	Layer 2/3 somatosensory cortex pyramidal neurons	Layer 2/3 somatosensory cortex pyramidal neurons	[HBP_LAYER:0000111, ABA_REGION:453, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]	Isocortex	True	Rats	Wistar	Sharp	in vitro	Unreported		32.0		325.0		The ACSF contained (in mM) 124 NaCl, 5.0 KCl, 1.25 NaH2PO4, 2.0 MgSO4, 26 NaHCO3, 2.0 CaCl2, and 10 D-glucose with 295â308 mosmol (all compounds were purchased from Sigma-Aldrich, Steinheim, Germany)	5.0	2.0	2.0	151.25	133.0	5.0		 When filled with 3 M KCl or 3 M K+-acetate, the electrodes had a final DC resistance of 60â100 MÎ©. 	5.0				3000.0	6000.0				34.8	34.8	2.5	45.0	16.7705098312		-75.1	-75.1	0.9	45.0	6.03738353925								87.9	87.9	1.2	39.0	7.49399759808		1.16	1.16	0.03	39.0	0.187349939952		12.4	12.4	0.8	45.0	5.366563146																										206.8	206.8	38.4	21.0	175.970906686																				162.0	162.0	7.5	39.0	46.837484988																				0.4	0.4	0.01	39.0	0.062449979984														59.5	59.5	6.6	21.0	30.2449995867																																																																																																																																																																																					
1028	Neuromodulation by a cytokine: interferon-beta differentially augments neocortical neuronal activity and excitability.	15385586	2005	Strauss U	26092	672.0	Neocortex pyramidal cell layer 5-6	Layer 5 somatosensory pyramidal neurons	Layer 5 somatosensory pyramidal neurons	[HBP_LAYER:0000005, Function:somatosensory, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]	Isocortex	True	Rats	Wistar	Sharp	in vitro	Unreported		32.0		325.0		The ACSF contained (in mM) 124 NaCl, 5.0 KCl, 1.25 NaH2PO4, 2.0 MgSO4, 26 NaHCO3, 2.0 CaCl2, and 10 D-glucose with 295â308 mosmol (all compounds were purchased from Sigma-Aldrich, Steinheim, Germany)	5.0	2.0	2.0	151.25	133.0	5.0		 When filled with 3 M KCl or 3 M K+-acetate, the electrodes had a final DC resistance of 60â100 MÎ©. 	5.0				3000.0	6000.0				33.1	33.1	2.5	47.0	17.139136501		-72.6	-72.6	0.8	47.0	5.48452368032								83.2	83.2	3.2	24.0	15.6767343538		1.06	1.06	0.05	24.0	0.244948974278		14.1	14.1	1.0	47.0	6.8556546004																										254.0	254.0	48.7	23.0	233.556995185																				182.3	182.3	13.2	24.0	64.6665292095																				0.36	0.36	0.01	24.0	0.0489897948557														64.6	64.6	9.9	23.0	47.4787320808																																																																																																																																																																																					
630	Functional properties of fast spiking interneurons and their synaptic connections with pyramidal cells in primate dorsolateral prefrontal cortex.	15385591	2005	Lewis DA	34258	673.0	Neocortex basket cell	dorsolateral prefrontal cortex layer 2/3 basket cell	dorsolateral prefrontal cortex layer 2/3 basket cell	[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]	Isocortex	True	Macaca mulatta	Other	Patch-clamp	in vitro	Unreported		32.5	1587.45078664	4750.0		"For recordings, slices were transferred to a submersion chamber and superfused with oxygenated ACSF [containing (in mM) 126 NaCl, 2.5 KCl, 1.2 Na2HPO4, 25 NaHCO3, 2.0 CaCl2, 1.0 MgCl2, and 10 glucose] at 32â33Â°C.
"	5.0	1.0	2.0	153.4	134.5	2.5		Patch pipettes (4â7 MÎ©) were pulled from borosilicate capillary glass and filled with an internal solution containing (in mM) 120 KMethylsulphate, 10 HEPES, 0.2 EGTA, 4.5 ATP, 0.3 GTP, 14 phosphocreatine, and 0.5% biocytin.	5.0			28.0		120.0				179.0	179.0	13.0	16.0	52.0		-67.6	-67.6	1.2	16.0	4.8		-36.6	-36.6	6.7	16.0	26.8		75.3	75.3	2.7	16.0	10.8		0.37	0.37	0.01	16.0	0.04		9.5	9.5	0.8	16.0	3.2		30.9	30.9	2.0	16.0	8.0								0.76	0.76	0.09	16.0	0.36								160.0	160.0	23.0	16.0	92.0																																																																																																														1.09	1.09	0.05	16.0	0.2																																																																																																																																					
631	Functional properties of fast spiking interneurons and their synaptic connections with pyramidal cells in primate dorsolateral prefrontal cortex.	15385591	2005	Lewis DA	34258	673.0	Neocortex chandelier cell	dorsolateral prefrontal cortex layer 2/3 chandelier cell	dorsolateral prefrontal cortex layer 2/3 chandelier cell	[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, HBP_MORPHOLOGY:0000007, NeuronTrigger:cell]	Isocortex	True	Macaca mulatta	Other	Patch-clamp	in vitro	Unreported		32.5	1587.45078664	4750.0		"For recordings, slices were transferred to a submersion chamber and superfused with oxygenated ACSF [containing (in mM) 126 NaCl, 2.5 KCl, 1.2 Na2HPO4, 25 NaHCO3, 2.0 CaCl2, 1.0 MgCl2, and 10 glucose] at 32â33Â°C.
"	5.0	1.0	2.0	153.4	134.5	2.5		Patch pipettes (4â7 MÎ©) were pulled from borosilicate capillary glass and filled with an internal solution containing (in mM) 120 KMethylsulphate, 10 HEPES, 0.2 EGTA, 4.5 ATP, 0.3 GTP, 14 phosphocreatine, and 0.5% biocytin.	5.0			28.0		120.0				184.0	184.0	22.0	12.0	76.210235533		-66.6	-66.6	1.0	12.0	3.46410161514		-39.6	-39.6	2.2	12.0	7.6210235533		78.7	78.7	2.1	12.0	7.27461339179		0.35	0.35	0.02	12.0	0.0692820323028		10.7	10.7	1.1	12.0	3.81051177665		28.4	28.4	1.6	12.0	5.54256258422								0.84	0.84	0.06	12.0	0.207846096908								100.0	100.0	14.0	12.0	48.4974226119																																																																																																														1.1	1.1	0.04	12.0	0.138564064606																																																																																																																																					
337	Differential involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.	15486016	2005	Buhl EH	44738	10636.0	Hippocampus CA3 basket cell		Hippocampus CA3 basket cell	[ABA_REGION:463, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]	Hippocampal formation	True	Mice	C57BL	Patch-clamp	in vitro	Not corrected		29.0	21.2132034356			The solution used during incubation and recording contained (mm): NaCl, 126; KCl, 3; NaH2PO4, 1.25; CaCl2, 2; MgSO4, 2; NaHCO3, 24; glucose, 10, saturated with 95% O2 and 5% CO2.Extracellular field recordingsExperiments were performed at 29Â°C in a submerged-type chamber.	4.0	2.0	2.0	151.25	133.0	3.0		Whole-cell recording pipettes (3â5 MÎ©) were filled with a solution containing (mm): potassium gluconate, 135; KCl, 5; ATP-Mg, 2; GTP-Na, 0.3; Hepes, 10; plus biocytin, 0.5% (pH 7.3 and 280 mosmol lâ1).	4.0	2.0		0.3	5.0	140.0	7.3			122.9	122.9	10.9	6.0	26.6994381963		-58.5	-58.5	2.8	6.0	6.85857127979														0.54	0.54	0.04	6.0	0.0979795897113		11.2	11.2	1.2	6.0	2.93938769134																																0.98	0.98	0.1	6.0	0.244948974278																																																								47.2	47.2	5.1	6.0	12.4923976882																																																																																																																																																																																					
341	Differential involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.	15486016	2005	Buhl EH	44738	10636.0	Other	Hippocampus CA3 bistratified cells 	Hippocampus CA3 bistratified cells 	[ABA_REGION:463, HBP_MORPHOLOGY:0000065, NeuronTrigger:cells]		True	Mice	C57BL	Patch-clamp	in vitro	Not corrected		29.0	21.2132034356			The solution used during incubation and recording contained (mm): NaCl, 126; KCl, 3; NaH2PO4, 1.25; CaCl2, 2; MgSO4, 2; NaHCO3, 24; glucose, 10, saturated with 95% O2 and 5% CO2.Extracellular field recordingsExperiments were performed at 29Â°C in a submerged-type chamber.	4.0	2.0	2.0	151.25	133.0	3.0		Whole-cell recording pipettes (3â5 MÎ©) were filled with a solution containing (mm): potassium gluconate, 135; KCl, 5; ATP-Mg, 2; GTP-Na, 0.3; Hepes, 10; plus biocytin, 0.5% (pH 7.3 and 280 mosmol lâ1).	4.0	2.0		0.3	5.0	140.0	7.3			138.8	138.8	8.1	3.0	14.0296115413		-61.3	-61.3	5.2	3.0	9.00666419936														0.63	0.63	0.04	3.0	0.0692820323028		18.8	18.8	1.6	3.0	2.77128129211																																1.6	1.6	0.51	3.0	0.88334591186																																																								46.8	46.8	7.1	3.0	12.2975607337																																																																																																																																																																																					
338	Differential involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.	15486016	2005	Buhl EH	44738	10636.0	Hippocampus CA3 lacunosum moleculare neuron		Hippocampus CA3 lacunosum moleculare neuron	[ABA_REGION:463, Missing:lacunosum moleculare, NeuronTrigger:neuron]	Hippocampal formation	True	Mice	C57BL	Patch-clamp	in vitro	Not corrected		29.0	21.2132034356			The solution used during incubation and recording contained (mm): NaCl, 126; KCl, 3; NaH2PO4, 1.25; CaCl2, 2; MgSO4, 2; NaHCO3, 24; glucose, 10, saturated with 95% O2 and 5% CO2.Extracellular field recordingsExperiments were performed at 29Â°C in a submerged-type chamber.	4.0	2.0	2.0	151.25	133.0	3.0		Whole-cell recording pipettes (3â5 MÎ©) were filled with a solution containing (mm): potassium gluconate, 135; KCl, 5; ATP-Mg, 2; GTP-Na, 0.3; Hepes, 10; plus biocytin, 0.5% (pH 7.3 and 280 mosmol lâ1).	4.0	2.0		0.3	5.0	140.0	7.3			315.1	315.1	41.6	15.0	161.116107202		-60.0	-60.0	3.1	15.0	12.0062483732														0.84	0.84	0.04	15.0	0.154919333848		33.3	33.3	1.4	15.0	5.42217668469																																5.15	5.15	1.55	15.0	6.00312418662																																																								36.4	36.4	4.1	15.0	15.8792317195																																																																																																																																																																																					
339	Differential involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.	15486016	2005	Buhl EH	44738	10636.0	Hippocampus CA3 pyramidal cell		Hippocampus CA3 pyramidal cell	[ABA_REGION:463, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]	Hippocampal formation	True	Mice	C57BL	Patch-clamp	in vitro	Not corrected		29.0	21.2132034356			The solution used during incubation and recording contained (mm): NaCl, 126; KCl, 3; NaH2PO4, 1.25; CaCl2, 2; MgSO4, 2; NaHCO3, 24; glucose, 10, saturated with 95% O2 and 5% CO2.Extracellular field recordingsExperiments were performed at 29Â°C in a submerged-type chamber.	4.0	2.0	2.0	151.25	133.0	3.0		Whole-cell recording pipettes (3â5 MÎ©) were filled with a solution containing (mm): potassium gluconate, 135; KCl, 5; ATP-Mg, 2; GTP-Na, 0.3; Hepes, 10; plus biocytin, 0.5% (pH 7.3 and 280 mosmol lâ1).	4.0	2.0		0.3	5.0	140.0	7.3			160.1	160.1	13.6	9.0	40.8		-65.8	-65.8	6.5	9.0	19.5														1.18	1.18	0.08	9.0	0.24		37.2	37.2	3.6	9.0	10.8																																8.33	8.33	1.56	9.0	4.68																																																								27.0	27.0	2.8	9.0	8.4																																																																																																																																																																																					
340	Differential involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.	15486016	2005	Buhl EH	44738	10636.0	Hippocampus CA3 trilaminar neuron		Hippocampus CA3 trilaminar neuron	[ABA_REGION:463, HBP_MORPHOLOGY:0000071, NeuronTrigger:neuron]	Hippocampal formation	True	Mice	C57BL	Patch-clamp	in vitro	Not corrected		29.0	21.2132034356			The solution used during incubation and recording contained (mm): NaCl, 126; KCl, 3; NaH2PO4, 1.25; CaCl2, 2; MgSO4, 2; NaHCO3, 24; glucose, 10, saturated with 95% O2 and 5% CO2.Extracellular field recordingsExperiments were performed at 29Â°C in a submerged-type chamber.	4.0	2.0	2.0	151.25	133.0	3.0		Whole-cell recording pipettes (3â5 MÎ©) were filled with a solution containing (mm): potassium gluconate, 135; KCl, 5; ATP-Mg, 2; GTP-Na, 0.3; Hepes, 10; plus biocytin, 0.5% (pH 7.3 and 280 mosmol lâ1).	4.0	2.0		0.3	5.0	140.0	7.3			167.3	167.3	20.9	8.0	59.1141269072		-61.2	-61.2	4.6	8.0	13.0107647738														0.57	0.57	0.01	8.0	0.0282842712475		16.9	16.9	3.1	8.0	8.76812408671																																0.82	0.82	0.13	8.0	0.367695526217																																																								50.3	50.3	4.4	8.0	12.4450793489																																																																																																																																																																																					
859	Localization and function of the Kv3.1b subunit in the rat medulla oblongata: focus on the nucleus tractus solitarii.	15528247	2005	Deuchars J	3449	7740.0	Nucleus of the solitary tract principal cell		Nucleus of the solitary tract principal cell	[ABA_REGION:651, Function:principal, NeuronTrigger:cell]	Medulla	True	Rats	Wistar	Patch-clamp	in vitro	Corrected		22.0	19.4422220952			Slices (300 Î¼m) of the medulla and cerebellum were cut using a Vibroslice (Campden Instruments, Sileby, UK) and transferred to a holding chamber containing aCSF (mm): NaCl (124); NaHCO3 (26); KCl (3); MgSO4 (2); NaH2PO4 (2.5); CaCl2 (2); glucose (10); equilibrated with 95% O2, 5% CO2.	4.0	2.0	2.0	152.5	131.0	3.0		Patch electrodes were filled with intracellular solution consisting of (mm): potassium gluconate (110); EGTA (11); MgCl2 (2); CaCl2 (0.1); Hepes (10); Na2ATP (2); NaGTP (0.3); and had a resistance of 6 MÎ©.	4.0	2.0	0.1	4.3	4.2	110.0				789.0	789.0	96.0				-69.5	69.5	3.8																												16.1	16.1	2.2										4.4	4.4	1.2				66.9	66.9	5.3																																																																																																																																																																																																																																																															
412	Dopamine modulates excitability of basolateral amygdala neurons in vitro.	15537813	2005	Barrionuevo G	28578	652.0	Amygdala basolateral nucleus pyramidal neuron	Late spiking basolateral pyramidal-like amygdala neurons	Late spiking basolateral pyramidal-like amygdala neurons	[HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000003, UNKN_REGION:24, HBP_MORPHOLOGY:0000001, Missing:-like, ABA_REGION:278, NeuronTrigger:neurons]	Cortical subplate	True	Rats	Sprague-Dawley	Patch-clamp	in vitro	Not corrected		32.0	27.1108834235			The brain was removed and sectioned at 350 Î¼m (Leica VT1000S, Leica, Germany) in ice-cold ACSF composed of (in mM) 125 NaCl, 2.5 KCl, 1.25 NaH2PO4, 25 NaHCO3, 10 glucose, 2 CaCl2, 1 MgCl2, and 0.075 Na-metabisulfate, an antioxidant used to preserve DAergic agents and that was present in all experiments.	5.0	1.0	2.0	151.325	133.5	2.5		In all current-clamp recordings and the voltage-clamp experiments that studied K+ currents, electrodes (4â7 MÎ© open tip resistance) were filled with a solution containing (in mM): 120 K-methylsulfate, 10 HEPES, 0.5 EGTA, 10 KCl, 10 NaCl, 4 ATP-Mg, 0.3 GTP-Na, 14 phosphocreatine and 0.5% biocytin or neurobiotin.	5.0	4.0		38.3	20.0	130.0				135.8	135.8	11.0	32.0	62.2253967444		-71.6	-71.6	0.9	32.0	5.09116882454		-38.6	-38.6	0.5	32.0	2.82842712475		69.9	69.9	1.3	32.0	7.35391052434		1.2	1.2	0.05	32.0	0.282842712475																																232.0	232.0	21.0	32.0	118.793939239																																																																																																																																																																																																																																																							
