numa,ida,numb,idb,kmdist,midist
435,MAA,553,MAW,6449,4021
435,MAA,560,SAF,6776,4225
435,MAA,563,TRA,6776,4225
435,MAA,564,OFS,6922,4316
435,MAA,565,NAM,5727,3571
435,MAA,570,LES,6983,4354
435,MAA,571,BOT,6525,4068
435,MAA,572,SWA,7064,4404
435,MAA,580,MAG,8028,5006
435,MAA,581,COM,7265,4530
435,MAA,590,MAS,9073,5657
435,MAA,591,SEY,8238,5136
435,MAA,600,MOR,1909,1190
435,MAA,615,ALG,2740,1708
435,MAA,616,TUN,3259,2032
435,MAA,620,LIB,3342,2084
435,MAA,625,SUD,5181,3230
435,MAA,630,IRN,6846,4268
435,MAA,640,TUR,5233,3263
435,MAA,645,IRQ,6192,3861
435,MAA,651,EGY,4949,3086
435,MAA,652,SYR,5448,3397
435,MAA,660,LEB,5371,3349
435,MAA,663,JOR,5403,3369
435,MAA,666,ISR,5299,3304
435,MAA,670,SAU,6500,4053
435,MAA,678,YAR,6391,3985
435,MAA,679,YEM,6391,3985
435,MAA,680,YPR,6552,4086
435,MAA,690,KUW,6560,4090
435,MAA,692,BAH,6922,4316
435,MAA,694,QAT,6921,4316
435,MAA,696,UAE,7270,4533
435,MAA,698,OMA,7691,4796
435,MAA,700,AFG,8461,5275
435,MAA,701,TKM,7441,4640
435,MAA,702,TAJ,8339,5200
435,MAA,703,KYR,8725,5440
435,MAA,704,UZB,8317,5186
435,MAA,705,KZK,8896,5547
435,MAA,710,CHN,11954,7454
435,MAA,711,TBT,10577,6595
435,MAA,712,MON,10806,6738
435,MAA,713,TAW,13382,8344
435,MAA,730,KOR,12758,7955
435,MAA,731,PRK,12527,7811
435,MAA,732,ROK,12758,7955
435,MAA,740,JPN,13576,8465
435,MAA,750,IND,9384,5851
435,MAA,760,BHU,10563,6586
435,MAA,770,PAK,8831,5506
435,MAA,771,BNG,10813,6742
435,MAA,775,MYA,11670,7276
435,MAA,780,SRI,10404,6487
435,MAA,790,NEP,10164,6338
435,MAA,781,MAD,9784,6101
435,MAA,800,THI,12232,7627
435,MAA,811,CAM,12754,7952
435,MAA,812,LAO,12245,7635
435,MAA,815,VNM,12950,8074
435,MAA,816,DRV,12329,7687
435,MAA,817,RVN,12938,8067
435,MAA,820,MAL,12794,7977
435,MAA,830,SIN,13098,8167
435,MAA,835,BRU,14047,8759
435,MAA,840,PHI,14094,8788
435,MAA,850,INS,13673,8526
435,MAA,860,ETM,15726,9806
435,MAA,900,AUL,17611,10981
435,MAA,910,PNG,17947,11190
435,MAA,920,NEW,17244,10752
435,MAA,935,VAN,19613,12229
435,MAA,940,SOL,18765,11701
435,MAA,950,FJI,18471,11517
435,MAA,983,MSI,16968,10580
435,MAA,986,PAL,15700,9789
435,MAA,987,FSM,17161,10700
435,MAA,990,WSM,18985,11837
436,NIR,2,USA,8166,5092
436,NIR,20,CAN,8028,5006
436,NIR,31,BHM,8228,5131
436,NIR,40,CUB,8883,5539
436,NIR,41,HAI,7935,4947
436,NIR,42,DOM,7694,4797
436,NIR,51,JAM,8415,5247
436,NIR,52,TRI,6893,4298
436,NIR,53,BAR,6659,4152
436,NIR,54,DMA,6847,4269
436,NIR,55,GRN,6905,4305
436,NIR,56,SLU,6820,4253
436,NIR,57,SVG,6837,4263
436,NIR,58,AAB,6850,4271
436,NIR,60,SKN,6947,4332
436,NIR,80,BLZ,9605,5989
436,NIR,70,MEX,10672,6654
436,NIR,90,GUA,9916,6183
436,NIR,91,HON,9597,5984
436,NIR,92,SAL,9798,6109
436,NIR,93,NIC,9539,5948
436,NIR,94,COS,9360,5836
436,NIR,95,PAN,8883,5539
436,NIR,100,COL,8407,5242
436,NIR,101,VEN,7516,4686
436,NIR,110,GUY,6603,4117
436,NIR,115,SUR,6325,3944
436,NIR,130,ECU,8990,5606
436,NIR,135,PER,9158,5710
436,NIR,140,BRA,6309,3934
436,NIR,145,BOL,8358,5212
436,NIR,150,PAR,7724,4816
436,NIR,155,CHL,9249,5767
436,NIR,160,ARG,8266,5154
436,NIR,165,URU,8081,5039
436,NIR,200,UK,4227,2635
436,NIR,205,IRE,4507,2810
436,NIR,210,NTH,4339,2705
436,NIR,211,BEL,4120,2569
436,NIR,212,LUX,4095,2553
436,NIR,220,FRN,3893,2427
436,NIR,221,MNC,3446,2149
436,NIR,223,LIE,3853,2402
436,NIR,225,SWZ,3705,2310
436,NIR,230,SPN,3054,1904
436,NIR,232,AND,3273,2041
436,NIR,235,POR,2997,1869
436,NIR,255,GMY,4451,2775
436,NIR,260,GFR,4139,2581
436,NIR,265,GDR,4451,2775
436,NIR,290,POL,4653,2901
436,NIR,300,AUH,4101,2557
436,NIR,305,AUS,4101,2557
436,NIR,310,HUN,4097,2554
436,NIR,315,CZE,4259,2655
436,NIR,316,CZR,4259,2655
436,NIR,317,SLO,4126,2573
436,NIR,325,ITA,3278,2044
436,NIR,331,SNM,3551,2214
436,NIR,338,MLT,2820,1758
436,NIR,339,ALB,3556,2217
436,NIR,345,SER,3865,2410
436,NIR,341,MNG,3657,2280
436,NIR,343,MAC,3719,2319
436,NIR,344,CRO,3792,2365
436,NIR,345,YUG,3865,2410
436,NIR,346,BOS,3686,2299
436,NIR,349,SLV,3841,2395
436,NIR,350,GRC,3493,2178
436,NIR,352,CYP,3965,2473
436,NIR,355,BUL,3816,2380
436,NIR,359,MLD,4516,2816
436,NIR,360,RUM,4131,2576
436,NIR,365,RUS,5587,3484
436,NIR,366,EST,5441,3393
436,NIR,367,LAT,5142,3206
436,NIR,368,LIT,4995,3114
436,NIR,369,UKR,4849,3024
436,NIR,370,BLR,4987,3109
436,NIR,371,ARM,5093,3176
436,NIR,372,GRG,5122,3193
436,NIR,373,AZE,5517,3440
436,NIR,375,FIN,5539,3454
436,NIR,380,SWD,5276,3290
436,NIR,385,NOR,5166,3221
436,NIR,390,DEN,4755,2965
436,NIR,395,ICE,5957,3714
436,NIR,402,CAP,2832,1766
436,NIR,403,STP,1441,898
436,NIR,404,GNB,1950,1216
436,NIR,411,EQG,1500,935
436,NIR,420,GAM,2038,1271
436,NIR,432,MLI,1108,691
436,NIR,433,SEN,2127,1326
436,NIR,434,BEN,780,486
436,NIR,435,MAA,2021,1260
436,NIR,437,CDI,1129,704
436,NIR,438,GUI,1783,1111
436,NIR,439,BFO,413,258
436,NIR,450,LBR,1623,1012
436,NIR,451,SIE,1781,1111
436,NIR,452,GHA,916,571
436,NIR,461,TOG,789,492
436,NIR,471,CAO,1509,941
436,NIR,475,NIG,788,492
436,NIR,481,GAB,1657,1033
436,NIR,482,CEN,2070,1291
436,NIR,483,CHA,1397,871
436,NIR,484,CON,2391,1491
436,NIR,490,DRC,2391,1491
436,NIR,500,UGA,3640,2270
436,NIR,501,KEN,4129,2574
436,NIR,510,TAZ,4621,2881
436,NIR,511,ZAN,4612,2876
436,NIR,516,BUI,3489,2176
436,NIR,517,RWA,3464,2160
436,NIR,520,SOM,4901,3056
436,NIR,522,DJI,4433,2764
436,NIR,530,ETH,4003,2496
436,NIR,531,ERI,3963,2471
436,NIR,540,ANG,2644,1648
436,NIR,541,MZM,5446,3396
436,NIR,551,ZAM,4261,2657
436,NIR,552,ZIM,4607,2873
436,NIR,553,MAW,4526,2822
436,NIR,560,SAF,5097,3178
436,NIR,563,TRA,5097,3178
436,NIR,564,OFS,5349,3335
436,NIR,565,NAM,4226,2635
436,NIR,570,LES,5390,3361
436,NIR,571,BOT,4868,3035
436,NIR,572,SWA,5357,3340
436,NIR,580,MAG,6070,3785
436,NIR,581,COM,5272,3287
436,NIR,590,MAS,7093,4423
436,NIR,591,SEY,6220,3878
436,NIR,600,MOR,2408,1501
436,NIR,615,ALG,2561,1597
436,NIR,616,TUN,2683,1673
436,NIR,620,LIB,2416,1506
436,NIR,625,SUD,3293,2053
436,NIR,630,IRN,5502,3431
436,NIR,640,TUR,4174,2603
436,NIR,645,IRQ,4805,2996
436,NIR,651,EGY,3537,2206
436,NIR,652,SYR,4110,2563
436,NIR,660,LEB,4042,2520
436,NIR,663,JOR,3995,2491
436,NIR,666,ISR,3934,2453
436,NIR,670,SAU,4840,3018
436,NIR,678,YAR,4527,2822
436,NIR,679,YEM,4527,2822
436,NIR,680,YPR,4642,2894
436,NIR,690,KUW,5036,3140
436,NIR,692,BAH,5314,3313
436,NIR,694,QAT,5300,3305
436,NIR,696,UAE,5615,3501
436,NIR,698,OMA,6020,3754
436,NIR,700,AFG,7088,4419
436,NIR,701,TKM,6149,3834
436,NIR,702,TAJ,7079,4414
436,NIR,703,KYR,7597,4737
436,NIR,704,UZB,7147,4456
436,NIR,705,KZK,7803,4866
436,NIR,710,CHN,11070,6903
436,NIR,711,TBT,9189,5730
436,NIR,712,MON,10029,6253
436,NIR,713,TAW,12206,7611
436,NIR,730,KOR,11994,7479
436,NIR,731,PRK,11792,7353
436,NIR,732,ROK,11994,7479
436,NIR,740,JPN,13043,8132
436,NIR,750,IND,7885,4916
436,NIR,760,BHU,9104,5676
436,NIR,770,PAK,7442,4640
436,NIR,771,BNG,9270,5780
436,NIR,775,MYA,10019,6247
436,NIR,780,SRI,8518,5311
436,NIR,790,NEP,8680,5412
436,NIR,781,MAD,7846,4892
436,NIR,800,THI,10552,6580
436,NIR,811,CAM,11065,6899
436,NIR,812,LAO,10660,6647
436,NIR,815,VNM,11268,7026
436,NIR,816,DRV,10857,6769
436,NIR,817,RVN,11256,7019
436,NIR,820,MAL,10951,6829
436,NIR,830,SIN,11237,7007
436,NIR,835,BRU,12305,7672
436,NIR,840,PHI,12627,7873
436,NIR,850,INS,11735,7317
436,NIR,860,ETM,13817,8615
436,NIR,900,AUL,15891,9908
436,NIR,910,PNG,16181,10089
436,NIR,920,NEW,16812,10483
436,NIR,935,VAN,18339,11435
436,NIR,940,SOL,17411,10857
436,NIR,950,FJI,19325,12050
436,NIR,983,MSI,17096,10660
436,NIR,986,PAL,14267,8896
436,NIR,987,FSM,16554,10322
436,NIR,990,WSM,18938,11808
437,CDI,2,USA,7994,4984
437,CDI,20,CAN,7990,4982
437,CDI,31,BHM,7768,4843
437,CDI,40,CUB,8410,5244
437,CDI,41,HAI,7367,4594
437,CDI,42,DOM,7121,4440
437,CDI,51,JAM,7841,4889
437,CDI,52,TRI,6170,3847
437,CDI,53,BAR,5979,3728
437,CDI,54,DMA,6175,3850
437,CDI,55,GRN,6208,3871
437,CDI,56,SLU,6155,3838
437,CDI,57,SVG,6160,3841
437,CDI,58,AAB,6246,3894
437,CDI,60,SKN,6348,3958
437,CDI,80,BLZ,9043,5639
437,CDI,70,MEX,10175,6344
437,CDI,90,GUA,9313,5807
437,CDI,91,HON,8977,5598
437,CDI,92,SAL,9177,5722
437,CDI,93,NIC,8885,5540
437,CDI,94,COS,8667,5404
437,CDI,95,PAN,8164,5091
437,CDI,100,COL,7612,4746
437,CDI,101,VEN,6790,4234
437,CDI,110,GUY,5812,3624
437,CDI,115,SUR,5508,3434
437,CDI,130,ECU,8141,5076
437,CDI,135,PER,8169,5093
437,CDI,140,BRA,5221,3256
437,CDI,145,BOL,7315,4561
437,CDI,150,PAR,6611,4122
437,CDI,155,CHL,8128,5068
437,CDI,160,ARG,7138,4451
437,CDI,165,URU,6952,4335
437,CDI,200,UK,5023,3132
437,CDI,205,IRE,5218,3254
437,CDI,210,NTH,5191,3237
437,CDI,211,BEL,4972,3100
437,CDI,212,LUX,4970,3099
437,CDI,220,FRN,4723,2945
437,CDI,221,MNC,4365,2722
437,CDI,223,LIE,4781,2981
437,CDI,225,SWZ,4611,2875
437,CDI,230,SPN,3778,2356
437,CDI,232,AND,4102,2558
437,CDI,235,POR,3575,2229
437,CDI,255,GMY,5392,3362
437,CDI,260,GFR,5025,3133
437,CDI,265,GDR,5392,3362
437,CDI,290,POL,5654,3525
437,CDI,300,AUH,5092,3175
437,CDI,305,AUS,5092,3175
437,CDI,310,HUN,5117,3190
437,CDI,315,CZE,5221,3255
437,CDI,316,CZR,5221,3255
437,CDI,317,SLO,5124,3195
437,CDI,325,ITA,4280,2669
437,CDI,331,SNM,4532,2826
437,CDI,338,MLT,3880,2419
437,CDI,339,ALB,4621,2881
437,CDI,345,SER,4914,3064
437,CDI,341,MNG,4708,2936
437,CDI,343,MAC,4788,2986
437,CDI,344,CRO,4800,2993
437,CDI,345,YUG,4914,3064
437,CDI,346,BOS,4728,2948
437,CDI,349,SLV,4828,3010
437,CDI,350,GRC,4596,2866
437,CDI,352,CYP,5094,3176
437,CDI,355,BUL,4895,3052
437,CDI,359,MLD,5591,3486
437,CDI,360,RUM,5212,3250
437,CDI,365,RUS,6644,4143
437,CDI,366,EST,6416,4001
437,CDI,367,LAT,6134,3825
437,CDI,368,LIT,6008,3746
437,CDI,369,UKR,5913,3687
437,CDI,370,BLR,6018,3752
437,CDI,371,ARM,6222,3879
437,CDI,372,GRG,6250,3897
437,CDI,373,AZE,6646,4144
437,CDI,375,FIN,6509,4058
437,CDI,380,SWD,6212,3873
437,CDI,385,NOR,6048,3771
437,CDI,390,DEN,5671,3536
437,CDI,395,ICE,6569,4096
437,CDI,402,CAP,2312,1442
437,CDI,403,STP,1480,923
437,CDI,404,GNB,1264,788
437,CDI,411,EQG,1759,1097
437,CDI,420,GAM,1463,912
437,CDI,432,MLI,726,453
437,CDI,433,SEN,1599,997
437,CDI,434,BEN,884,551
437,CDI,435,MAA,1760,1097
437,CDI,436,NIR,1129,704
437,CDI,438,GUI,975,608
437,CDI,439,BFO,784,489
437,CDI,450,LBR,608,379
437,CDI,451,SIE,909,567
437,CDI,452,GHA,619,386
437,CDI,461,TOG,718,448
437,CDI,471,CAO,1894,1181
437,CDI,475,NIG,958,597
437,CDI,481,GAB,1777,1108
437,CDI,482,CEN,2666,1662
437,CDI,483,CHA,2325,1450
437,CDI,484,CON,2554,1592
437,CDI,490,DRC,2554,1592
437,CDI,500,UGA,4250,2650
437,CDI,501,KEN,4744,2958
437,CDI,510,TAZ,5135,3202
437,CDI,511,ZAN,5123,3195
437,CDI,516,BUI,3978,2480
437,CDI,517,RWA,4019,2506
437,CDI,520,SOM,5632,3512
437,CDI,522,DJI,5336,3327
437,CDI,530,ETH,4855,3027
437,CDI,531,ERI,4930,3074
437,CDI,540,ANG,2585,1612
437,CDI,541,MZM,5422,3381
437,CDI,551,ZAM,4407,2748
437,CDI,552,ZIM,4748,2961
437,CDI,553,MAW,4804,2995
437,CDI,560,SAF,5022,3131
437,CDI,563,TRA,5022,3131
437,CDI,564,OFS,5163,3219
437,CDI,565,NAM,3969,2475
437,CDI,570,LES,5223,3257
437,CDI,571,BOT,4768,2973
437,CDI,572,SWA,5312,3312
437,CDI,580,MAG,6400,3990
437,CDI,581,COM,5710,3560
437,CDI,590,MAS,7466,4655
437,CDI,591,SEY,6871,4284
437,CDI,600,MOR,3006,1874
437,CDI,615,ALG,3440,2145
437,CDI,616,TUN,3691,2301
437,CDI,620,LIB,3493,2178
437,CDI,625,SUD,4262,2657
437,CDI,630,IRN,6623,4129
437,CDI,640,TUR,5296,3302
437,CDI,645,IRQ,5925,3694
437,CDI,651,EGY,4662,2907
437,CDI,652,SYR,5237,3265
437,CDI,660,LEB,5168,3223
437,CDI,663,JOR,5117,3191
437,CDI,666,ISR,5059,3155
437,CDI,670,SAU,5903,3681
437,CDI,678,YAR,5486,3421
437,CDI,679,YEM,5486,3421
437,CDI,680,YPR,5556,3464
437,CDI,690,KUW,6134,3825
437,CDI,692,BAH,6388,3983
437,CDI,694,QAT,6370,3972
437,CDI,696,UAE,6671,4160
437,CDI,698,OMA,7065,4405
437,CDI,700,AFG,8198,5111
437,CDI,701,TKM,7271,4534
437,CDI,702,TAJ,8201,5114
437,CDI,703,KYR,8725,5440
437,CDI,704,UZB,8274,5159
437,CDI,705,KZK,8932,5569
437,CDI,710,CHN,12198,7606
437,CDI,711,TBT,10286,6413
437,CDI,712,MON,11151,6953
437,CDI,713,TAW,13317,8304
437,CDI,730,KOR,13120,8181
437,CDI,731,PRK,12916,8054
437,CDI,732,ROK,13120,8181
437,CDI,740,JPN,14156,8826
437,CDI,750,IND,8966,5591
437,CDI,760,BHU,10186,6351
437,CDI,770,PAK,8548,5330
437,CDI,771,BNG,10329,6440
437,CDI,775,MYA,11032,6879
437,CDI,780,SRI,9398,5860
437,CDI,790,NEP,9760,6085
437,CDI,781,MAD,8675,5409
437,CDI,800,THI,11546,7199
437,CDI,811,CAM,12049,7513
437,CDI,812,LAO,11693,7291
437,CDI,815,VNM,12254,7640
437,CDI,816,DRV,11923,7434
437,CDI,817,RVN,12241,7633
437,CDI,820,MAL,11840,7382
437,CDI,830,SIN,12105,7548
437,CDI,835,BRU,13242,8257
437,CDI,840,PHI,13677,8528
437,CDI,850,INS,12512,7802
437,CDI,860,ETM,14589,9097
437,CDI,900,AUL,15860,9889
437,CDI,910,PNG,16974,10584
437,CDI,920,NEW,16119,10050
437,CDI,935,VAN,18620,11610
437,CDI,940,SOL,18262,11387
437,CDI,950,FJI,18613,11606
437,CDI,983,MSI,18171,11330
437,CDI,986,PAL,15301,9541
437,CDI,987,FSM,17679,11023
437,CDI,990,WSM,19131,11929
438,GUI,2,USA,7073,4410
438,GUI,20,CAN,7116,4437
438,GUI,31,BHM,6794,4236
438,GUI,40,CUB,7435,4636
438,GUI,41,HAI,6393,3986
438,GUI,42,DOM,6147,3833
438,GUI,51,JAM,6867,4282
438,GUI,52,TRI,5217,3253
438,GUI,53,BAR,5016,3128
438,GUI,54,DMA,5211,3249
438,GUI,55,GRN,5248,3272
438,GUI,56,SLU,5189,3236
438,GUI,57,SVG,5196,3240
438,GUI,58,AAB,5273,3288
438,GUI,60,SKN,5375,3352
438,GUI,80,BLZ,8070,5032
438,GUI,70,MEX,9200,5736
438,GUI,90,GUA,8343,5202
438,GUI,91,HON,8009,4994
438,GUI,92,SAL,8210,5119
438,GUI,93,NIC,7922,4940
438,GUI,94,COS,7711,4808
438,GUI,95,PAN,7214,4498
438,GUI,100,COL,6686,4169
438,GUI,101,VEN,5839,3641
438,GUI,110,GUY,4880,3043
438,GUI,115,SUR,4586,2860
438,GUI,130,ECU,7241,4515
438,GUI,135,PER,7376,4599
438,GUI,140,BRA,4606,2872
438,GUI,145,BOL,6595,4112
438,GUI,150,PAR,6071,3786
438,GUI,155,CHL,7622,4753
438,GUI,160,ARG,6724,4192
438,GUI,165,URU,6558,4089
438,GUI,200,UK,4836,3015
438,GUI,205,IRE,4932,3075
438,GUI,210,NTH,5063,3157
438,GUI,211,BEL,4853,3026
438,GUI,212,LUX,4881,3043
438,GUI,220,FRN,4590,2862
438,GUI,221,MNC,4359,2718
438,GUI,223,LIE,4768,2973
438,GUI,225,SWZ,4576,2853
438,GUI,230,SPN,3584,2235
438,GUI,232,AND,4001,2494
438,GUI,235,POR,3256,2030
438,GUI,255,GMY,5375,3351
438,GUI,260,GFR,4947,3084
438,GUI,265,GDR,5375,3351
438,GUI,290,POL,5722,3568
438,GUI,300,AUH,5162,3218
438,GUI,305,AUS,5162,3218
438,GUI,310,HUN,5236,3265
438,GUI,315,CZE,5241,3268
438,GUI,316,CZR,5241,3268
438,GUI,317,SLO,5204,3245
438,GUI,325,ITA,4401,2744
438,GUI,331,SNM,4608,2873
438,GUI,338,MLT,4125,2572
438,GUI,339,ALB,4846,3022
438,GUI,345,SER,5096,3178
438,GUI,341,MNG,4903,3057
438,GUI,343,MAC,5018,3129
438,GUI,344,CRO,4908,3061
438,GUI,345,YUG,5096,3178
438,GUI,346,BOS,4902,3056
438,GUI,349,SLV,4902,3057
438,GUI,350,GRC,4924,3070
438,GUI,352,CYP,5564,3469
438,GUI,355,BUL,5145,3208
438,GUI,359,MLD,5811,3623
438,GUI,360,RUM,5458,3403
438,GUI,365,RUS,6798,4239
438,GUI,366,EST,6420,4003
438,GUI,367,LAT,6174,3850
438,GUI,368,LIT,6088,3796
438,GUI,369,UKR,6097,3802
438,GUI,370,BLR,6131,3823
438,GUI,371,ARM,6667,4157
438,GUI,372,GRG,6696,4175
438,GUI,373,AZE,7111,4434
438,GUI,375,FIN,6501,4054
438,GUI,380,SWD,6160,3841
438,GUI,385,NOR,5927,3696
438,GUI,390,DEN,5608,3497
438,GUI,395,ICE,6141,3829
438,GUI,402,CAP,1361,848
438,GUI,403,STP,2455,1530
438,GUI,404,GNB,315,196
438,GUI,411,EQG,2731,1703
438,GUI,420,GAM,552,344
438,GUI,432,MLI,704,439
438,GUI,433,SEN,696,434
438,GUI,434,BEN,1830,1141
438,GUI,435,MAA,1028,641
438,GUI,436,NIR,1783,1111
438,GUI,437,CDI,975,608
438,GUI,439,BFO,1370,854
438,GUI,450,LBR,458,286
438,GUI,451,SIE,117,73
438,GUI,452,GHA,1589,991
438,GUI,461,TOG,1668,1040
438,GUI,471,CAO,2857,1782
438,GUI,475,NIG,1902,1186
438,GUI,481,GAB,2752,1716
438,GUI,482,CEN,3611,2252
438,GUI,483,CHA,3148,1963
438,GUI,484,CON,3526,2199
438,GUI,490,DRC,3526,2199
438,GUI,500,UGA,5205,3246
438,GUI,501,KEN,5701,3555
438,GUI,510,TAZ,6106,3807
438,GUI,511,ZAN,6094,3800
438,GUI,516,BUI,4948,3085
438,GUI,517,RWA,4982,3106
438,GUI,520,SOM,6565,4094
438,GUI,522,DJI,6193,3861
438,GUI,530,ETH,5738,3578
438,GUI,531,ERI,5741,3580
438,GUI,540,ANG,3528,2200
438,GUI,541,MZM,6330,3947
438,GUI,551,ZAM,5364,3344
438,GUI,552,ZIM,5701,3555
438,GUI,553,MAW,5774,3600
438,GUI,560,SAF,5919,3691
438,GUI,563,TRA,5919,3691
438,GUI,564,OFS,6017,3752
438,GUI,565,NAM,4817,3004
438,GUI,570,LES,6084,3794
438,GUI,571,BOT,5661,3530
438,GUI,572,SWA,6215,3875
438,GUI,580,MAG,7371,4596
438,GUI,581,COM,6685,4168
438,GUI,590,MAS,8438,5261
438,GUI,591,SEY,7827,4881
438,GUI,600,MOR,2763,1723
438,GUI,615,ALG,3444,2148
438,GUI,616,TUN,3851,2401
438,GUI,620,LIB,3795,2366
438,GUI,625,SUD,5070,3162
438,GUI,630,IRN,7173,4472
438,GUI,640,TUR,5688,3547
438,GUI,645,IRQ,6486,4044
438,GUI,651,EGY,5211,3249
438,GUI,652,SYR,5761,3592
438,GUI,660,LEB,5687,3546
438,GUI,663,JOR,5674,3538
438,GUI,666,ISR,5594,3488
438,GUI,670,SAU,6607,4120
438,GUI,678,YAR,6304,3931
438,GUI,679,YEM,6304,3931
438,GUI,680,YPR,6406,3995
438,GUI,690,KUW,6769,4220
438,GUI,692,BAH,7072,4409
438,GUI,694,QAT,7061,4403
438,GUI,696,UAE,7385,4605
438,GUI,698,OMA,7793,4859
438,GUI,700,AFG,8783,5476
438,GUI,701,TKM,7804,4866
438,GUI,702,TAJ,8729,5443
438,GUI,703,KYR,9192,5732
438,GUI,704,UZB,8758,5461
438,GUI,705,KZK,9384,5851
438,GUI,710,CHN,12576,7841
438,GUI,711,TBT,10903,6798
438,GUI,712,MON,11464,7148
438,GUI,713,TAW,13863,8644
438,GUI,730,KOR,13444,8382
438,GUI,731,PRK,13222,8245
438,GUI,732,ROK,13444,8382
438,GUI,740,JPN,14365,8957
438,GUI,750,IND,9627,6002
438,GUI,760,BHU,10840,6759
438,GUI,770,PAK,9145,5702
438,GUI,771,BNG,11029,6877
438,GUI,775,MYA,11797,7356
438,GUI,780,SRI,10277,6408
438,GUI,790,NEP,10421,6498
438,GUI,781,MAD,9579,5973
438,GUI,800,THI,12334,7690
438,GUI,811,CAM,12847,8011
438,GUI,812,LAO,12431,7751
438,GUI,815,VNM,13051,8137
438,GUI,816,DRV,12605,7859
438,GUI,817,RVN,13038,8130
438,GUI,820,MAL,12717,7929
438,GUI,830,SIN,12995,8103
438,GUI,835,BRU,14085,8782
438,GUI,840,PHI,14383,8968
438,GUI,850,INS,13446,8384
438,GUI,860,ETM,15529,9683
438,GUI,900,AUL,16629,10369
438,GUI,910,PNG,17918,11172
438,GUI,920,NEW,16351,10195
438,GUI,935,VAN,19227,11988
438,GUI,940,SOL,19188,11964
438,GUI,950,FJI,18354,11444
438,GUI,983,MSI,17988,11216
438,GUI,986,PAL,16027,9993
438,GUI,987,FSM,18015,11233
438,GUI,990,WSM,19177,11958
439,BFO,2,USA,7917,4937
439,BFO,20,CAN,7820,4876
439,BFO,31,BHM,7901,4926
439,BFO,40,CUB,8555,5334
439,BFO,41,HAI,7582,4727
439,BFO,42,DOM,7339,4576
439,BFO,51,JAM,8062,5027
439,BFO,52,TRI,6508,4058
439,BFO,53,BAR,6281,3916
439,BFO,54,DMA,6470,4034
439,BFO,55,GRN,6523,4068
439,BFO,56,SLU,6445,4018
439,BFO,57,SVG,6459,4027
439,BFO,58,AAB,6487,4045
439,BFO,60,SKN,6585,4106
439,BFO,80,BLZ,9257,5772
439,BFO,70,MEX,10341,6448
439,BFO,90,GUA,9560,5961
439,BFO,91,HON,9236,5759
439,BFO,92,SAL,9437,5884
439,BFO,93,NIC,9171,5718
439,BFO,94,COS,8984,5602
439,BFO,95,PAN,8501,5301
439,BFO,100,COL,8012,4996
439,BFO,101,VEN,7131,4446
439,BFO,110,GUY,6206,3870
439,BFO,115,SUR,5925,3694
439,BFO,130,ECU,8588,5355
439,BFO,135,PER,8744,5452
439,BFO,140,BRA,5906,3683
439,BFO,145,BOL,7947,4955
439,BFO,150,PAR,7331,4571
439,BFO,155,CHL,8863,5526
439,BFO,160,ARG,7895,4923
439,BFO,165,URU,7714,4810
439,BFO,200,UK,4338,2705
439,BFO,205,IRE,4576,2854
439,BFO,210,NTH,4481,2794
439,BFO,211,BEL,4262,2657
439,BFO,212,LUX,4250,2650
439,BFO,220,FRN,4022,2508
439,BFO,221,MNC,3624,2260
439,BFO,223,LIE,4038,2518
439,BFO,225,SWZ,3876,2417
439,BFO,230,SPN,3121,1946
439,BFO,232,AND,3398,2119
439,BFO,235,POR,2991,1865
439,BFO,255,GMY,4646,2897
439,BFO,260,GFR,4300,2681
439,BFO,265,GDR,4646,2897
439,BFO,290,POL,4887,3047
439,BFO,300,AUH,4328,2698
439,BFO,305,AUS,4328,2698
439,BFO,310,HUN,4344,2709
439,BFO,315,CZE,4467,2785
439,BFO,316,CZR,4467,2785
439,BFO,317,SLO,4358,2717
439,BFO,325,ITA,3511,2189
439,BFO,331,SNM,3770,2351
439,BFO,338,MLT,3098,1932
439,BFO,339,ALB,3839,2394
439,BFO,345,SER,4135,2578
439,BFO,341,MNG,3928,2449
439,BFO,343,MAC,4006,2498
439,BFO,344,CRO,4031,2513
439,BFO,345,YUG,4135,2578
439,BFO,346,BOS,3950,2463
439,BFO,349,SLV,4065,2534
439,BFO,350,GRC,3814,2378
439,BFO,352,CYP,4334,2703
439,BFO,355,BUL,4112,2564
439,BFO,359,MLD,4808,2998
439,BFO,360,RUM,4429,2762
439,BFO,365,RUS,5864,3657
439,BFO,366,EST,5660,3529
439,BFO,367,LAT,5372,3349
439,BFO,368,LIT,5239,3266
439,BFO,369,UKR,5132,3200
439,BFO,370,BLR,5243,3269
439,BFO,371,ARM,5459,3404
439,BFO,372,GRG,5488,3422
439,BFO,373,AZE,5889,3672
439,BFO,375,FIN,5755,3588
439,BFO,380,SWD,5470,3411
439,BFO,385,NOR,5328,3322
439,BFO,390,DEN,4935,3077
439,BFO,395,ICE,5986,3733
439,BFO,402,CAP,2464,1536
439,BFO,403,STP,1543,962
439,BFO,404,GNB,1546,964
439,BFO,411,EQG,1687,1052
439,BFO,420,GAM,1649,1028
439,BFO,432,MLI,706,440
439,BFO,433,SEN,1746,1089
439,BFO,434,BEN,807,503
439,BFO,435,MAA,1691,1055
439,BFO,436,NIR,413,258
439,BFO,437,CDI,784,489
439,BFO,438,GUI,1370,854
